0	0
28.0106813153	70.0671396963
27.6337834745	70
0	0
27.9279774166	70.0881971466
28.1913481346	70
0	0
12.0936903944	50.3228809033
15.1726558328	51.0189974823
16.3698786908	50.6442359045
16.641794461	50.1083390555
16.8902113375	50.4394598306
17.726100557	50.3179980163
18.1582360571	50
0	0
6.19241626612	50
5.8640421149	51.0437170977
5.94827191577	51.8249790188
7.05302510109	52.2381933318
6.68894483864	52.5491721981
7.1931029221	53.3157854582
6.40878919661	53.6075379568
0	0
20	54.4663157092
19.6020447089	54.4766918441
0	0
12.2996871901	50
12.093385214	50.3231860838
0	0
20	68.4066529335
19.9377431907	68.3373769741
18.096894789	68.5085831998
17.8841840238	67.9455252918
16.7269398032	67.8991378653
15.4680704967	66.2838178073
14.5049210346	66.1324483101
13.6626230259	64.5827420462
14.1466392004	64.1738002594
12.6677347982	63.9632257572
11.9365224689	63.2722972457
12.1245136187	61.7286945907
12.8560311284	61.3624780652
12.2099641413	61.0023651484
12.489204242	60.0984206912
11.815365835	59.8457312886
11.6212710765	58.9048599985
10.7576104372	58.9137102312
0	0
4.99397268635	50
4.83222705425	50.1669336995
4.22278171969	50
0	0
4.12237735561	50
2.54154268711	51.0910200656
0	0
14.8284122988	50.8657969024
14.2256809339	53.9285877775
0	0
6.01174944686	50.7565423056
5.04127565423	51.4865339132
3.37041275654	51.3723964294
0	0
6.13290608072	50.1266498817
6.06240939956	50
0	0
8.41016250858	55.086442359
10.0309758145	54.7656977188
0	0
23.3197528038	50
24.1327534905	50.5444419013
23.1689936675	52.2821393149
23.9105821317	53.1671625849
22.9929045548	54.3878843366
20	54.4663157092
0	0
20.5862516213	69.0576028077
20	68.4066529335
0	0
27.6337834745	70
25.988860914	69.7067215991
24.9085221637	68.5580224308
22.3984130617	68.7112230106
21.3208209354	69.326161593
20.5816739147	69.0594338903
23.6661326009	67.9415579461
24.1355001144	65.5132372015
0	0
28.9594872969	69.0505836576
28.6967269398	68.1933318074
30.0285343709	67.6946669718
29.0751506828	66.880140383
30.611123827	64.1017776761
29.9934386206	63.7434958419
31.5819028	62.9143205921
0	0
21.0537880522	56.0779736019
22.0672922866	56.4194705119
24.899671931	56.4505989166
26.6135652705	55.6754406043
0	0
21.0537880522	56.0779736019
22.0672922866	56.4194705119
24.899671931	56.4505989166
26.6135652705	55.6754406043
0	0
26.1606775006	54.9771877623
25.7715724422	54.1550316625
23.5040817884	53.9478141451
0	0
26.1606775006	54.9771877623
25.7715724422	54.1550316625
23.5040817884	53.9478141451
0	0
35.3063248646	50.9594872969
35.6350041962	50.3576714733
37.4584573129	50.4397650111
37.9223315785	50
0	0
31.7839322499	52.1081864652
33.8182650492	52.3669794766
34.3831540398	51.843900206
0	0
27.3710231174	57.5358205539
25.2948805982	58.0845349813
24.3115892271	57.8709086748
0	0
30.925459678	55.6031128405
28.1678492409	56.1493858244
0	0
30.925459678	55.6031128405
28.1678492409	56.1493858244
0	0
27.5126268406	51.6302738994
29.3537804227	51.3751430533
0	0
31.586785687	62.9124895094
27.8107881285	60.5476462959
0	0
28.1657129778	56.151216907
27.3710231174	57.5364309148
0	0
28.1913481346	70
29.1276417182	69.6859693294
29.0342565042	69.0295262074
30.8567940795	69.793698024
0	0
31.1989013504	54.4608224613
30.925459678	55.6031128405
0	0
25.5466544594	51.922636759
23.6026550698	51.5310902571
0	0
25.5481803616	51.9208056764
27.5126268406	51.6302738994
0	0
31.3765163653	53.1210803388
31.7839322499	52.1081864652
0	0
32.737315938	53.4387731746
31.3765163653	53.1210803388
0	0
26.6126497292	55.6748302434
