x,y
-162.526284,70.094911
-162.526284,70.090944
0,0
-142.620279,70.000000
-143.255055,70.117800
-151.200122,70.352178
-152.603952,70.545663
-152.262455,70.840467
-154.187533,70.768750
-155.074998,71.130388
-155.997559,70.749828
-155.568780,71.161517
-156.484932,71.388571
-157.816739,70.866712
-159.657588,70.796216
-159.843748,70.310979
-160.000000,70.473945
0,0
-153.565270,70.457465
-154.268406,70.681773
-152.946059,70.595407
-153.561303,70.457465
-153.565270,70.457465
0,0
-120.000000,74.206607
-121.451133,74.556649
-124.733959,74.350652
-123.751888,73.752499
-125.990692,71.965972
-124.892958,71.957427
-123.100938,71.079118
-120.632029,71.492027
-120.345464,71.995880
-120.334173,71.998016
-120.000000,72.100862
0,0
-126.865644,70.000000
-128.040284,70.577401
-127.449149,70.140993
-128.028382,70.000000
0,0
-120.000000,76.990768
-122.581216,75.938506
-120.854200,76.213474
-120.000000,75.950713
0,0
-124.490730,70.000000
-124.525826,70.200504
-124.737316,70.000000
0,0
-129.994354,70.000000
-129.668116,70.255741
-130.624857,70.000000
0,0
-100.971389,70.000000
-100.981460,70.188296
