x,y
46.571450,56.371862
47.926146,56.157015
49.079118,55.484092
47.853513,56.118868
46.566873,56.356298
44.627451,56.050202
43.418936,56.655375
43.413138,56.659037
0,0
45.541466,50.000000
45.819791,50.421454
45.792020,51.335775
47.026169,51.875944
46.019989,51.396201
45.869841,50.752575
46.402991,50.213321
45.657435,50.071412
45.607080,50.000000
0,0
54.092012,56.797589
55.509270,57.367056
55.244678,57.873045
55.585565,57.225147
54.091402,56.796063
54.092012,56.797589
0,0
58.840314,52.188449
59.197070,51.770962
58.624857,51.687037
58.836042,52.201266
58.840314,52.188449
0,0
42.831464,57.521477
43.705501,57.723507
43.053635,56.594034
42.831464,57.521477
0,0
47.777218,52.089876
48.586252,52.865949
47.773861,52.079805
47.777218,52.089876
0,0
41.344015,57.506828
42.575113,57.423209
41.356832,57.470817
41.344015,57.506828
0,0
74.094759,70.000000
73.764248,69.156786
75.941711,69.254444
77.651637,68.891890
78.184176,68.244907
77.485924,67.744106
78.784161,67.468223
77.094072,67.761807
76.584726,68.966354
74.666667,68.766155
74.772564,67.699855
72.133364,66.198672
69.127337,66.612497
71.749752,66.904555
73.625696,68.423438
72.539254,68.953231
72.687572,70.000000
0,0
66.784771,70.000000
66.807355,69.551690
68.101625,69.529717
69.264057,68.937667
68.258183,68.127108
65.529259,69.143359
66.184787,69.078050
60.844739,69.864500
60.184329,69.565118
61.188983,68.808270
60.000000,68.720378
0,0
60.000000,69.718013
60.448920,69.935912
60.229801,70.000000
0,0
70.998398,66.649729
71.500114,66.846265
70.991684,66.653086
70.998398,66.649729
0,0
70.995041,66.556954
70.999924,66.556954
70.307469,66.618296
70.995041,66.556954
0,0
80.000000,59.247578
79.296254,59.514611
78.245823,60.409400
75.208362,61.046921
69.236896,61.074083
69.890593,60.658122
69.944305,59.824369
68.906996,59.440146
68.223087,58.161440
68.873732,59.452049
69.916838,59.834440
69.837491,60.649271
65.018997,62.998550
65.750515,63.946746
65.208209,65.075303
65.656519,66.133974
66.517128,66.651560
68.969863,66.806897
68.075074,66.489204
66.527810,66.613718
65.777981,66.147402
65.260700,65.085069
65.889372,63.801785
65.893034,63.797818
65.091630,62.985122
68.613107,61.334096
74.464027,61.230945
78.120699,60.572061
79.342336,59.524681
80.000000,59.386130
0,0
77.289998,54.949722
78.075227,54.949416
77.594873,54.591440
76.729686,54.703746
77.289082,54.950637
77.289998,54.949722
0,0
68.728771,50.319829
69.647974,50.633249
69.065690,50.411383
69.269856,50.248112
68.728771,50.319829
0,0
64.977798,52.932174
64.468757,52.512856
64.966201,52.937667
64.977798,52.932174
0,0
80.000000,55.453269
79.820859,55.402914
79.819333,55.402914
80.000000,55.453880
0,0
72.005188,56.203098
71.681086,56.050507
71.993286,56.208896
72.005188,56.203098
0,0
65.717861,59.639429
65.724575,59.633631
65.008011,59.783169
65.717861,59.639429
0,0
69.014115,60.383459
69.600061,60.615396
69.018997,60.380407
69.014115,60.383459
0,0
73.303426,53.120775
73.301900,53.121080
73.004044,53.380179
73.303426,53.120775
0,0
83.628595,70.000000
83.621576,69.718013
82.875410,70.000000
0,0
87.624628,64.007782
87.266346,63.368124
89.014420,62.362554
87.215076,63.384298
87.963378,65.710384
87.479362,66.363470
86.208896,66.591135
86.048066,69.444266
83.996033,69.754330
85.428244,69.812009
86.192111,69.450980
86.328527,66.578927
87.534295,66.378424
87.900816,65.826047
89.010758,65.967956
89.990082,65.660639
90.444495,64.797894
92.077821,64.377966
90.395056,64.769207
89.975433,65.624018
88.806897,65.929198
88.022889,65.776913
87.620050,64.012665
87.624628,64.007782
0,0
90.911727,54.739147
92.407111,55.496605
92.617990,55.272602
91.353323,54.935683
91.741817,54.361028
91.509270,53.732052
90.903792,54.735485
90.911727,54.739147
0,0
80.000000,59.386130
81.242084,59.124285
83.873960,57.739071
84.486458,57.122911
84.012207,56.282139
84.448310,57.122911
82.981003,58.115663
80.000000,59.247578
0,0
92.583505,50.000000
92.230411,50.426337
92.917678,50.685130
93.399863,50.280766
92.619516,50.000000
0,0
90.073091,68.195773
89.262531,68.370031
92.414435,68.420081
90.080415,68.198215
90.073091,68.195773
0,0
81.224689,53.937743
83.241016,54.758373
81.231403,53.926452
81.224689,53.937743
0,0
89.509117,68.788434
91.723201,68.834211
89.516442,68.787213
89.509117,68.788434
0,0
91.562371,69.381094
88.779431,69.314870
89.819181,69.565118
91.562371,69.381094
0,0
91.784237,67.723049
93.782864,68.420691
91.783322,67.719387
91.784237,67.723049
0,0
94.219272,66.400397
93.930266,67.131914
94.221408,66.400397
94.219272,66.400397
0,0
87.731746,51.417868
87.391470,51.758755
87.732967,51.416648
87.731746,51.417868
0,0
92.757763,67.249714
92.673533,67.020523
92.754711,67.247272
92.757763,67.249714
0,0
94.159762,68.965133
93.540856,69.337453
94.167086,68.965133
94.159762,68.965133
0,0
95.074998,66.712291
95.075303,66.693065
94.807660,66.988479
95.074998,66.712291
0,0
81.130388,52.349279
81.515831,52.606851
81.130694,52.348669
0,0
96.944839,52.727092
97.328450,52.683757
96.943923,52.727092
0,0
88.015869,70.000000
88.044862,69.435721
87.322194,69.871214
87.791867,70.000000
0,0
80.000000,55.453880
80.330816,55.546654
80.000000,55.453269
0,0
102.239719,56.206760
103.054856,56.232700
103.261463,55.702907
103.516899,54.134585
103.266651,54.385138
103.230335,54.200504
103.776608,53.630732
103.374685,53.102159
103.331655,53.695735
102.817731,53.775387
103.253834,53.768063
102.942245,56.048981
101.947967,56.016327
102.077363,55.028763
101.738613,55.405966
101.980316,55.563134
101.180438,56.003204
102.239719,56.204623
102.239719,56.206760
0,0
109.485618,55.724575
109.965057,55.672084
109.559777,54.143130
108.527352,53.509575
108.965896,53.354849
106.333410,52.338903
105.919585,51.727932
104.759289,51.464866
103.739986,51.662318
105.224689,51.915618
106.575418,52.722820
108.207828,53.922484
109.485618,55.725185
0,0
120.000000,60.255589
118.219577,59.666590
116.801404,60.404211
114.967575,60.686198
112.353399,59.230488
114.960861,60.698711
116.857557,60.417334
118.327001,59.733425
120.000000,60.272068
0,0
100.420539,51.508202
100.737316,51.066300
100.181582,50.452888
100.420844,51.506065
100.420539,51.508202
0,0
104.398566,52.230259
104.803845,51.916838
104.396429,52.231174
104.398566,52.230259
0,0
100.829480,55.361715
101.344015,55.335164
100.822766,55.358968
100.829480,55.361715
0,0
120.000000,63.606775
118.995956,63.474022
120.000000,63.609216
0,0
140.000000,54.145876
139.741512,54.300298
138.652628,54.289921
138.579995,53.995422
137.313191,53.534600
137.735866,54.320745
136.783398,53.764401
136.832532,54.646677
135.743343,54.565499
135.227283,54.910048
138.227512,56.420691
140.000000,57.584955
0,0
137.999237,54.854200
137.633326,55.196307
137.235981,54.761730
138.000153,54.853590
137.999237,54.854200
0,0
136.998245,54.916152
137.199969,55.112078
136.996719,54.915541
136.998245,54.916152
0,0
125.408408,70.000000
123.269703,67.761807
124.422675,65.314870
128.338140,63.770047
133.217365,63.395590
133.283894,63.074846
135.550164,62.668345
135.119860,60.371862
134.547341,60.445411
135.025254,60.440223
135.180896,61.222705
135.511711,62.654612
133.257649,63.051652
133.195087,63.367208
129.452049,63.474022
130.071260,62.295415
128.727550,61.267872
124.109865,60.571450
121.277485,60.645914
120.681773,60.428931
121.134661,60.071260
120.238346,60.335241
120.232853,60.332494
120.000000,60.255589
0,0
120.000000,60.272068
121.226520,60.667277
124.107729,60.592508
129.238117,61.807431
129.525597,63.232624
126.451209,64.371862
125.282979,63.857633
123.676509,64.092317
120.000000,63.606775
0,0
120.000000,63.609216
123.670100,64.103304
125.250629,63.901274
126.169223,64.294957
124.380255,65.139696
122.963302,67.539940
125.309834,70.000000
0,0
140.000000,51.486839
139.035019,51.316854
137.309834,50.616770
137.439231,50.200504
137.112078,50.306401
136.852979,50.000000
0,0
139.982910,52.206760
139.719539,51.907683
139.982605,52.207370
0,0
136.398566,51.993744
136.409857,51.999847
136.777295,51.991302
136.398566,51.993744
0,0
140.000000,52.727092
139.687495,52.979782
140.000000,53.019760
0,0
136.732128,50.000000
136.928969,50.515755
140.000000,51.840238
0,0
140.000000,52.988022
139.764096,52.946517
140.000000,52.753033
0,0
123.438468,66.916152
123.439384,66.916762
123.350576,67.159380
123.438468,66.916152
0,0
128.175174,61.255970
128.644236,61.274586
128.170291,61.262074
128.175174,61.255970
0,0
140.000000,57.584955
142.461585,59.202106
145.691615,59.426108
146.046540,59.138628
146.504921,59.463035
148.931716,59.230488
149.433433,59.758755
152.320745,59.224994
151.103380,59.106279
151.341726,58.834668
155.188220,59.171283
154.980087,59.492943
154.129244,59.452354
154.230869,59.873198
156.681468,61.522087
160.000000,61.909056
0,0
144.019226,50.000000
143.205920,51.517357
142.706645,54.428779
142.251011,54.303349
142.785687,53.705806
141.767605,53.375906
141.625696,52.327611
142.254063,51.123369
142.198520,50.000000
0,0
160.000000,59.109331
158.319982,57.977111
156.850843,57.797360
155.989014,56.678264
155.562676,55.175860
156.673228,50.862135
158.542458,52.289158
158.417334,52.998703
160.000000,53.087205
0,0
140.418402,50.000000
140.437324,50.717479
141.545739,52.150912
140.630808,53.145800
141.203326,52.997787
141.424277,53.295033
140.000000,54.145876
0,0
155.998474,50.381170
156.048219,50.767834
155.224231,50.050050
155.991760,50.381170
155.998474,50.381170
0,0
156.175784,50.706798
156.487373,50.870680
156.175784,50.710765
156.175784,50.706798
0,0
160.000000,61.499809
159.772641,61.238270
159.791562,60.926986
160.000000,60.961166
0,0
160.000000,53.894408
159.984131,54.154116
160.000000,54.158389
0,0
160.000000,68.605631
158.530556,68.739605
156.285344,67.641871
153.891814,67.493248
156.168154,67.677272
156.093996,67.965667
157.530480,68.289769
158.477150,68.809796
160.000000,68.643473
0,0
140.000000,52.753033
140.491951,52.349584
140.036622,51.665675
140.361639,52.025788
140.227054,51.685206
140.764477,51.621729
140.000000,51.486839
0,0
140.000000,51.840238
140.173648,51.915312
140.411688,52.394141
140.000000,52.727092
0,0
140.000000,53.019760
140.662242,53.104906
140.000000,52.988022
0,0
160.000000,69.308461
159.771420,69.358206
160.000000,69.308461
0,0
147.462272,70.000000
147.435111,69.017929
147.417411,70.000000
0,0
160.000000,54.158389
162.144198,54.748302
162.087434,56.094148
163.360952,56.187533
162.675822,57.336538
163.319142,57.727474
161.890898,57.977417
163.637446,59.998627
164.486763,60.101167
164.836500,59.782864
166.275120,60.471962
166.278477,59.811246
167.011826,60.413062
169.253376,60.612955
170.309911,59.927214
170.549172,60.426795
173.531701,61.750362
177.114824,62.546273
179.148241,62.285344
179.622492,62.727550
178.233921,64.433204
178.248264,64.167086
177.508202,64.741131
176.071717,64.446937
176.166629,64.695659
175.142443,64.722515
179.525139,64.794537
180.000000,65.084459
0,0
160.000000,60.961166
160.440681,61.033188
160.213321,60.578775
162.388342,61.662165
163.329213,61.660639
163.261463,62.517891
164.610056,62.681163
165.308614,62.469062
164.149233,62.270695
163.789120,60.822614
161.941558,60.417945
160.000000,59.109331
0,0
170.461280,70.000000
170.162509,69.597467
171.179065,69.029831
170.481727,68.763714
168.321660,69.222095
167.808347,69.764401
166.873274,69.461967
162.346532,69.673762
161.113298,69.160449
160.051270,70.000000
0,0
169.000076,69.565423
169.445029,69.860533
168.153201,69.981079
168.998245,69.565423
169.000076,69.565423
0,0
178.999924,51.504540
179.467460,51.373312
178.617533,51.641566
178.995041,51.504540
178.999924,51.504540
0,0
166.384985,54.999466
165.723964,55.288167
166.663310,54.695506
166.386511,54.999466
166.384985,54.999466
0,0
180.000000,68.993820
176.081788,69.883726
173.223163,69.765316
171.452201,70.000000
0,0
163.476616,58.449531
164.733959,59.037613
163.717403,58.997635
163.476616,58.449531
0,0
172.725719,52.999008
173.427634,52.829328
172.727550,52.999924
172.725719,52.999008
0,0
177.547570,51.999237
177.204242,51.878386
177.554894,51.995270
177.547570,51.999237
0,0
167.352407,54.860914
167.994202,54.534981
167.352407,54.863355
167.352407,54.860914
0,0
173.354086,52.402380
173.772488,52.510109
173.354086,52.403296
0,0
160.000000,53.087205
160.049134,53.089952
160.000000,53.894408
0,0
160.000000,61.909056
160.396735,61.955444
160.000000,61.499809
0,0
160.000000,69.308461
160.440681,69.213245
160.441596,69.212634
160.000000,69.308461
0,0
160.000000,68.643473
160.740063,68.562905
160.766613,68.535439
160.000000,68.605631
0,0
160.055543,54.737926
160.323186,54.917372
160.059510,54.733959
160.055543,54.737926
0,0
-162.382544,70.000000
-163.951781,68.989548
-166.230259,68.876936
-166.847944,68.337682
-164.169375,67.626307
-163.697871,67.106584
-161.653468,67.022354
-161.488365,66.525826
-160.211795,66.458076
-161.583581,66.441596
-162.471351,66.952468
-161.091936,66.112306
-163.761044,66.061341
-164.404059,66.582589
-168.105287,65.685054
-166.053559,65.251698
-166.960250,65.163806
-166.212253,64.578775
-163.167773,64.395972
-163.134508,64.652934
-162.793927,64.323339
-161.747158,64.845502
-160.786145,64.717937
-161.535973,64.417334
-160.728771,63.870756
-161.142901,63.503624
-162.313268,63.543603
-163.308156,63.003738
-164.426642,63.211566
-166.125277,61.493400
-165.562219,61.087510
-164.783398,61.139391
-165.128862,60.916609
-163.418326,60.726482
-164.492256,60.554360
-164.128176,59.836576
-162.195468,60.157626
-161.521019,59.104448
-162.136263,58.633860
-160.339361,59.077287
-160.000000,58.917372
0,0
180.000000,65.084459
-179.999695,65.084459
-179.275807,65.526665
-179.381704,66.321355
-178.450904,66.361639
-178.445106,65.467155
-176.495003,65.537041
-175.435111,64.763714
-173.653468,64.321202
-173.325093,64.611124
-173.149920,64.239719
-172.235904,64.402380
-173.210956,64.757610
-172.119326,65.049058
-172.085756,65.486687
-173.009232,65.701534
-171.049973,65.467155
-171.443351,65.832151
-170.565042,65.613031
-169.673915,66.136416
-171.666743,66.944533
-173.629969,67.116960
-174.625772,67.051652
-173.944915,66.144656
-175.256886,67.658656
-179.998474,68.992905
-179.999695,68.993820
180.000000,68.993820
0,0
-160.000000,56.430457
-160.334783,56.294347
-160.256657,55.767910
-161.803922,55.896391
-163.356680,54.811170
-162.973983,55.028763
-162.552529,54.957351
-162.645304,55.303426
-161.962005,55.106279
-161.579614,55.620813
-161.236591,55.355001
-160.000000,55.791104
0,0
-166.999924,53.479057
-166.271763,53.984436
-167.015183,53.964599
-166.790875,53.628290
-167.855039,53.310292
-167.003281,53.477836
-166.999924,53.479057
0,0
-169.549401,62.991531
-168.696422,63.300069
-171.744259,63.784085
-171.738460,63.363546
-169.549096,62.990005
-169.549401,62.991531
0,0
-164.001526,54.628672
-163.135424,54.680247
-163.816892,55.036698
-164.949111,54.541695
-164.003357,54.628672
-164.001526,54.628672
0,0
-165.643702,59.999542
-166.149996,60.442969
-167.463798,60.212558
-166.192111,59.748684
-165.643397,59.999237
0,0
-164.202029,60.678874
-164.684825,60.851911
-165.423056,60.555886
-165.028763,60.389563
-164.202029,60.678874
0,0
-160.000000,55.159686
-160.147402,55.000076
-160.147402,54.998245
-160.000000,55.158770
0,0
-172.657359,64.691691
-172.067445,64.761578
-172.649119,64.695964
-172.657359,64.691691
0,0
-177.999847,51.719692
-177.614099,51.854887
-178.198520,51.909514
-177.999847,51.719692
0,0
-169.002518,52.860761
-167.794308,53.521477
-169.002518,52.861677
0,0
-175.005112,52.028840
-174.005951,52.360876
-175.009079,52.030671
-175.005112,52.028840
0,0
-176.568246,51.999542
-176.981765,51.601282
-176.566720,51.999542
-176.568246,51.999542
0,0
-174.001678,52.101167
-174.003204,52.100252
-172.954299,52.096590
-174.001678,52.101167
0,0
-160.869154,55.320821
-160.524300,55.129168
-160.869154,55.321736
0,0
-177.707485,51.703212
-177.051041,51.907378
-177.707485,51.705653
-177.707485,51.703212
0,0
-173.004959,60.482948
-173.010147,60.482948
-172.224308,60.310826
-173.004959,60.482948
0,0
-160.000000,62.674754
-160.070192,61.946593
-161.968109,61.558709
-162.529946,61.978943
-163.891966,62.096437
-164.480354,62.760815
-163.923705,62.159304
-162.174105,61.969482
-161.935149,61.587701
-160.089113,62.235904
-160.218814,62.683299
-160.000000,62.889906
0,0
-163.396963,60.409400
-164.163272,60.278477
-163.384146,60.412757
-163.396963,60.409400
0,0
-165.377890,65.196460
-165.963836,65.171740
-165.376669,65.197070
-165.377890,65.196460
0,0
-163.538262,61.220264
-163.527886,61.222705
-163.850462,61.045090
-163.538262,61.220264
0,0
-160.000000,55.791104
-159.816892,55.855802
-159.599908,55.563134
-155.614862,57.792477
-154.212558,58.134279
-153.250019,58.852369
-154.165560,59.010452
-154.141451,59.373617
-150.581216,61.360037
-149.153277,61.502861
-150.078889,61.157397
-148.969253,60.807355
-150.390478,61.039902
-151.414359,60.720073
-151.866636,59.760586
-150.930037,59.791409
-151.742733,59.156634
-149.740749,59.636683
-149.723354,59.954070
-149.525902,59.705043
-149.426719,60.122835
-148.426337,59.948882
-147.935912,60.438392
-148.714122,60.786603
-147.721065,61.276722
-147.876707,60.825360
-147.519951,61.154650
-147.385061,60.871138
-146.315404,61.133898
-146.738384,60.908370
-146.052949,60.824750
-146.656596,60.684977
-146.045014,60.795758
-145.948577,60.453651
-144.878309,60.457313
-144.251774,60.024567
-141.411154,60.139925
-140.314946,59.691920
-140.000000,59.835660
0,0
-154.138399,56.999619
-153.738613,57.139391
-153.971771,56.744793
-152.648508,57.304494
-152.953384,57.521477
-152.327459,57.425956
-152.320439,57.831235
-153.295796,57.999084
-153.502098,57.625544
-153.852140,57.871824
-153.633631,57.274281
-154.516823,57.579461
-154.794232,57.289235
-154.139315,56.999924
0,0
-160.000000,58.917372
-158.885176,58.391852
-158.539406,59.141680
-158.188754,58.611582
-156.841688,59.035782
-157.535668,58.399176
-157.400778,57.486687
-160.000000,56.430457
0,0
-147.381704,59.997406
-147.101549,60.379492
-147.910887,59.772183
-147.381399,59.995880
-147.381704,59.997406
0,0
-152.871901,57.998474
-151.981384,58.351568
-152.881666,58.411994
-152.872816,58.000000
-152.871901,57.998474
0,0
-144.203555,59.998932
-144.218814,59.991608
-144.599374,59.797818
-144.203555,59.998932
0,0
-146.616617,60.358434
-146.077974,60.403906
-146.613260,60.360571
-146.616617,60.358434
0,0
-147.917601,60.225071
-147.696651,60.514687
-147.917601,60.229038
-147.917601,60.225071
0,0
-160.000000,55.158770
-159.879454,55.289693
-160.000000,55.159686
0,0
-160.000000,62.889906
-157.919585,64.854047
-157.911650,64.854658
-159.979553,62.885939
-160.000000,62.674754
0,0
-153.901884,59.777981
-155.899596,59.350423
-153.894560,59.783474
-153.901884,59.777981
0,0
-156.149844,58.733043
-156.156863,58.735180
-155.346304,58.535592
-156.149844,58.733043
0,0
-156.560311,57.775082
-156.831922,57.420157
-156.561532,57.782406
-156.560311,57.775082
0,0
-153.610132,60.429847
-153.600671,60.432898
-154.766461,60.030671
-153.610132,60.429847
0,0
-151.042954,60.298009
-150.675212,60.040742
-151.052720,60.296788
-151.042954,60.298009
0,0
-159.147326,59.966583
-159.152209,59.969024
-158.196994,59.943694
-159.147326,59.966583
0,0
-159.138476,59.667201
-159.146410,59.675135
-158.570535,59.408713
-159.138476,59.667201
0,0
-146.269322,62.005493
-146.268101,62.005493
-146.484474,61.760433
-146.269322,62.005493
0,0
-155.548333,59.044938
-155.119249,58.972915
-155.553521,59.044633
-155.548333,59.044938
0,0
-155.676509,58.811780
-155.690852,58.818189
-155.065537,58.604868
-155.676509,58.811780
0,0
-158.967269,59.737392
-158.457618,59.600366
-158.979171,59.740139
-158.967269,59.737392
0,0
-158.933394,59.444114
-158.944076,59.453880
-158.610819,59.279316
-158.933394,59.444114
0,0
-159.169299,60.019989
-159.178454,60.023651
-158.576028,60.075532
-159.169299,60.019989
0,0
-156.556344,58.072633
-156.556954,58.075685
-156.150149,57.606928
-156.556344,58.072633
0,0
-140.000000,59.835660
-139.515068,60.056611
-138.885786,59.806668
-139.300221,59.561303
-139.505303,59.991302
-139.862669,59.535668
-136.686656,58.210269
-136.039368,58.384833
-137.047990,59.067521
-136.236820,58.751354
-136.185855,59.068132
-135.920958,58.380865
-135.090867,58.240787
-135.349660,59.480735
-134.782635,58.393378
-134.146944,58.202029
-133.713283,58.538033
-134.056001,58.062257
-133.135882,57.864195
-133.589075,57.770199
-132.893568,57.495842
-133.662623,57.714046
-133.057450,57.357595
-133.572595,57.183337
-131.490959,56.236667
-132.185855,55.589075
-131.030747,56.102083
-130.705119,55.755703
-130.866865,54.770581
-130.138094,55.329061
-129.933013,55.948882
-130.171664,55.073625
-129.660792,54.978408
-130.442664,54.654002
-129.987640,54.304265
-130.448463,54.648814
-130.489357,54.364080
-129.557641,54.220951
-130.110933,53.949950
-129.315328,53.371328
-128.686046,53.997559
-128.769970,53.547417
-128.121157,53.491264
-128.988785,53.544976
-127.831846,52.736248
-128.410773,52.290684
-128.019226,52.524758
-127.876402,52.196384
-127.004196,52.666361
-127.899290,51.819181
-127.678340,51.462119
-127.245899,51.681544
-127.782406,51.321736
-127.060960,51.351644
-127.785763,51.162432
-126.656596,51.196002
-127.530938,51.014115
-126.193332,50.947890
-126.585794,50.849317
-126.222629,50.695811
-125.536584,50.996109
-126.299229,50.631724
-125.706874,50.421149
-125.471580,50.721141
-125.595789,50.449226
-125.117571,50.428168
-124.821546,50.929274
-125.080949,50.324102
-124.339666,50.506905
-124.808423,50.010681
-124.786755,50.000000
0,0
-132.000610,52.880293
-131.642023,53.106737
-132.329290,53.226673
-131.649042,54.177920
-132.486763,53.564508
-132.177615,54.016785
-133.089799,54.183413
-132.582589,53.081712
-131.045090,52.162203
-132.000000,52.876326
-132.000610,52.880293
0,0
-132.425727,54.997635
-132.018311,54.691234
-131.995727,55.263142
-132.742504,55.359274
-132.144045,55.470970
-133.619593,56.359350
-133.406577,55.615015
-132.935988,55.627527
-133.244831,55.289693
-132.427558,54.996719
-132.425727,54.997635
0,0
-134.999924,57.548638
-135.902647,58.001526
-135.070115,57.774472
-134.952621,58.039979
-136.359197,58.222477
-135.844968,57.388724
-135.840085,57.771115
-135.001755,57.549554
-134.999924,57.548638
0,0
-125.056840,50.000000
-125.445029,50.335393
-128.432441,50.785534
-128.048219,50.442206
-127.419242,50.605783
-127.917601,50.114137
-127.095140,50.146181
-126.913558,50.000000
0,0
-131.573663,55.835966
-131.832456,55.448386
-131.461051,55.402609
-131.363394,55.651331
-131.467460,55.279316
-131.000839,55.384298
-131.573663,55.835966
0,0
-130.624857,70.000000
-133.021134,69.359731
-134.205844,69.248035
-134.498512,69.708858
-135.999390,69.206226
-135.295033,68.639811
-140.000000,69.513542
0,0
-129.000381,52.697185
-128.774548,52.840620
-128.499275,52.430762
-129.040055,53.309377
-129.001602,52.697185
-129.000381,52.697185
0,0
-134.000153,57.414664
-134.179294,58.157473
-134.958419,58.410468
-134.619974,57.015488
-133.998322,57.414359
-134.000153,57.414664
0,0
-133.979095,56.996567
-133.657435,56.435950
-133.149004,56.464942
-133.030900,56.922713
-133.985809,56.999924
-133.979095,56.996567
0,0
-134.000763,56.651713
-134.271763,56.937972
-134.138399,56.001984
-134.001678,56.652018
0,0
-133.003433,54.826734
-132.677501,54.669261
-133.090715,55.193561
-133.006485,54.828260
-133.003433,54.826734
0,0
-135.006332,56.757000
-134.670024,56.160372
-135.436637,57.562066
-135.009079,56.756390
-135.006332,56.757000
0,0
-120.000000,69.450370
-121.880217,69.817197
-124.374151,69.335927
-124.490730,70.000000
0,0
-128.452583,52.744182
-128.293278,52.522927
-128.452583,52.749981
-128.452583,52.744182
0,0
-127.949035,51.997406
-127.950866,51.996490
-128.106203,51.786526
-127.949035,51.997406
0,0
-131.884337,55.379110
-131.750057,55.129473
-131.884337,55.380026
0,0
-130.165866,54.998245
-130.423438,54.767834
-130.164340,54.997635
-130.165866,54.998245
0,0
-126.679179,50.549020
-126.204318,50.570077
-126.679179,50.549935
0,0
-129.999847,53.634699
-129.503624,53.208667
-130.208591,53.913024
-129.999847,53.634699
0,0
-132.205997,55.998322
-132.204166,55.997406
-132.530098,56.339513
-132.205997,55.998322
0,0
-132.001221,56.190890
-132.390326,56.490578
-132.001221,56.188449
-132.001221,56.190890
0,0
-132.984207,56.796063
-132.542611,56.583352
-132.983902,56.803388
-132.984207,56.796063
0,0
-130.660868,54.000000
-130.664225,53.996643
-130.232395,53.949035
-130.660868,54.000000
0,0
-133.001602,56.430457
-132.659190,56.276646
-133.000076,56.431373
-133.001602,56.430457
0,0
-129.001297,52.471962
-129.000076,52.472267
-129.278706,52.827497
-129.001297,52.471962
0,0
-135.771420,56.997482
-135.758297,57.343862
-135.773251,56.996567
-135.771420,56.997482
0,0
-124.011902,50.000000
-123.851682,50.162661
-123.736324,50.000000
0,0
-128.028382,70.000000
-130.880903,69.306020
-129.994354,70.000000
0,0
-124.737316,70.000000
-125.464561,69.311513
-126.865644,70.000000
0,0
-124.788891,64.424659
-125.279927,64.863203
-128.719615,65.631952
-128.685130,66.267338
-130.811322,67.309529
-132.819104,67.192645
-134.277256,67.656214
-134.233005,68.693217
-133.715114,67.514611
-130.354162,67.311971
-128.646983,66.361944
-128.700694,65.692378
-125.131609,64.872358
-124.785534,64.426490
-124.788891,64.424659
0,0
-120.000000,65.163806
-121.177081,64.810407
-120.407721,65.585870
-122.039521,64.938888
-123.491264,65.160143
-123.491875,65.163195
-122.139620,65.783932
-122.785687,65.966430
-121.229267,66.079042
-123.008469,66.255131
-124.790112,65.908751
-124.975662,66.306706
-120.000000,67.019303
0,0
-127.524834,53.694209
-126.334936,53.862669
-124.791943,53.560540
-125.513390,53.356069
-126.445716,53.814755
-127.232166,53.376516
-126.718853,53.742428
-127.524834,53.694209
0,0
-134.392615,60.547646
-133.839322,59.641260
-134.457923,59.405051
-134.274510,60.136263
-135.172351,60.045930
-134.351415,60.172885
-134.403906,60.550393
-134.392615,60.547646
0,0
-124.759594,56.708782
-123.955444,56.037995
-122.165255,56.037079
-123.771420,56.020600
-123.118944,55.157549
-124.762646,56.711528
-124.759594,56.708782
0,0
-121.189288,61.864195
-123.415579,62.285344
-123.227893,62.953079
-123.326772,62.294499
-121.189288,61.864195
0,0
-138.643168,61.622492
-138.440528,61.002365
-139.050278,61.408255
-138.647135,61.627070
-138.643168,61.622492
0,0
-125.199054,54.694285
-124.243229,54.419013
-125.203937,54.694591
-125.199054,54.694285
0,0
-126.193027,67.069352
-125.700771,67.326619
-126.186618,67.062638
-126.193027,67.069352
0,0
-125.659571,53.358511
-125.651331,53.357900
-127.128099,53.262074
-125.659571,53.358511
0,0
-121.322652,63.853666
-121.557031,64.078889
-121.314412,63.855802
-121.322652,63.853666
0,0
-126.516518,67.288167
-126.516518,67.283589
-126.824445,67.574121
-126.516518,67.288167
0,0
-126.223239,55.694057
-125.505150,55.053483
-126.229038,55.698329
-126.223239,55.694057
0,0
-133.197223,60.430457
-133.203937,60.436866
-132.090639,59.601282
-133.197223,60.430457
0,0
-125.011978,53.979858
-125.010147,53.977722
-126.528420,53.989929
-125.011978,53.979858
0,0
-120.366827,52.597391
-121.564050,52.597696
-120.361639,52.600443
-120.366827,52.597391
0,0
-124.965286,67.364767
-124.996109,67.590600
-124.951553,67.361105
-124.965286,67.364767
0,0
-126.312047,66.749218
-126.327306,67.031815
-126.304417,66.743725
-126.312047,66.749218
0,0
-126.592813,55.286946
-126.594949,55.289082
-125.170062,54.484932
-126.592813,55.286946
0,0
-122.905928,63.837491
-123.021897,64.194247
-122.896468,63.839628
-122.905928,63.837491
0,0
-135.218433,61.362173
-135.217517,61.369802
-135.060960,60.931868
-135.218433,61.362173
0,0
-124.190127,51.547265
-124.188907,51.550622
-124.031434,51.068742
-124.190127,51.547265
0,0
-125.167926,65.390860
-125.553979,65.621271
-125.153277,65.385672
-125.167926,65.390860
0,0
-137.431296,61.608148
-136.982986,61.189441
-137.434653,61.610590
-137.431296,61.608148
0,0
-125.435874,50.000000
-125.425803,50.040284
-125.420615,50.039368
